流水號,國字,審定音一,審定音二,審定音三,審定音四,審定音五,審定音六,
1611,氯,ㄌㄩˋ,,,,,,
1612,氶,ㄓㄥˇ,,,,,,
1613,汀,ㄊ丨ㄥ,,,,,,
1614,汁,ㄓ,,,,,,
1615,氾,ㄈㄢˋ,,,,,,
1616,氿,ㄍㄨㄟˇ,,,,,,
1617,汃,ㄆㄚˋ,,,,,,
1618,汆,ㄘㄨㄢ,ㄊㄨㄣˇ,,,,,
1619,汗,ㄏㄢˋ,ㄏㄢˊ,,,,,
1620,汙,ㄨ,,,,,,
1621,池,ㄔˊ,,,,,,
1622,汏,ㄉㄞˋ,,,,,,
1623,汕,ㄕㄢˋ,,,,,,
1624,汎,ㄈㄢˋ,,,,,,
1625,汋,ㄓㄨㄛˊ,,,,,,
1626,汞,ㄍㄨㄥˇ,,,,,,
1627,沉,ㄔㄣˊ,,,,,,
1628,沆,ㄏㄤˋ,,,,,,
1629,沈,ㄕㄣˇ,,,,,,
1630,汶,ㄨㄣˋ,,,,,,
1631,沄,ㄩㄣˊ,,,,,,
1632,沅,ㄩㄢˊ,,,,,,
1633,決,ㄐㄩㄝˊ,,,,,,
1634,沛,ㄆㄟˋ,,,,,,
1635,沏,ㄑ丨,,,,,,
1636,汩,ㄍㄨˇ,ㄩˋ,,,,,
1637,沖,ㄔㄨㄥ,,,,,,
1638,沙,ㄕㄚ,,,,,,
1639,沒,ㄇㄛˋ,ㄇㄟˊ,,,,,
1640,沕,ㄨˋ,,,,,,
1641,沃,ㄨㄛˋ,,,,,,
1642,沌,ㄉㄨㄣˋ,,,,,,
1643,沂,丨ˊ,,,,,,
1644,沓,ㄊㄚˋ,,,,,,
1645,汧,ㄑ丨ㄢ,,,,,,
1646,沱,ㄊㄨㄛˊ,ㄉㄨㄛˋ,,,,,
1647,泬,ㄒㄩㄝˋ,,,,,,
1648,注,ㄓㄨˋ,,,,,,
1649,泫,ㄒㄩㄢˋ,,,,,,
1650,泌,ㄇ丨ˋ,ㄅ丨ˋ,,,,,
1651,泙,ㄆㄥ,,,,,,
1652,泯,ㄇ丨ㄣˇ,,,,,,
1653,沶,丨ˊ,,,,,,
1654,泓,ㄏㄨㄥˊ,,,,,,
1655,沸,ㄈㄟˋ,,,,,,
1656,沬,ㄇㄟˋ,,,,,,
1657,泥,ㄋ丨ˊ,ㄋ丨ˋ,,,,,
1658,法,ㄈㄚˇ,ㄈㄚˊ,,,,,
1659,泔,ㄍㄢ,,,,,,
1660,沽,ㄍㄨ,,,,,,
1661,泄,ㄒ丨ㄝˋ,丨ˋ,,,,,
1662,泐,ㄌㄜˋ,,,,,,
1663,泧,ㄩㄝˋ,,,,,,
1664,波,ㄅㄛ,,,,,,
1665,沷,ㄈㄨˊ,,,,,,
1666,沮,ㄐㄩ,ㄐㄩˇ,ㄐㄩˋ,,,,
1667,泱,丨ㄤ,,,,,,
1668,沾,ㄓㄢ,,,,,,
1669,泂,ㄐㄩㄥˇ,,,,,,
1670,泛,ㄈㄢˋ,,,,,,
1671,治,ㄓˋ,ㄔˊ,,,,,
1672,泡,ㄆㄠˋ,ㄆㄠ,,,,,
1673,泊,ㄅㄛˊ,,,,,,
1674,泭,ㄈㄨˊ,,,,,,
1675,泜,ㄔˊ,,,,,,
1676,沿,丨ㄢˊ,,,,,,
1677,洨,ㄒ丨ㄠˊ,,,,,,
1678,洟,丨ˊ,,,,,,
1679,洹,ㄏㄨㄢˊ,,,,,,
1680,洼,ㄨㄚ,ㄍㄨㄟ,,,,,
1681,洒,ㄒ丨ˇ,ㄒ丨ㄢˇ,ㄙㄚˇ,ㄘㄨㄟˇ,,,
1682,洿,ㄨ,,,,,,
1683,洸,ㄍㄨㄤ,,,,,,
1684,洩,ㄒ丨ㄝˋ,丨ˋ,,,,,
1685,洞,ㄉㄨㄥˋ,ㄊㄨㄥˊ,,,,,
1686,洮,ㄊㄠˊ,丨ㄠˊ,,,,,
1687,洵,ㄒㄩㄣˊ,,,,,,
1688,洗,ㄒ丨ˇ,ㄒ丨ㄢˇ,,,,,
1689,洙,ㄓㄨ,,,,,,
1690,洚,ㄐ丨ㄤˋ,,,,,,
1691,洑,ㄈㄨˊ,,,,,,
1692,洀,ㄓㄡ,,,,,,
1693,洳,ㄖㄨˋ,,,,,,
1694,洽,ㄑ丨ㄚˋ,,,,,,
1695,浣,ㄨㄢˇ,,,,,,
1696,浪,ㄌㄤˋ,,,,,,
1697,涕,ㄊ丨ˋ,,,,,,
1698,浸,ㄐ丨ㄣˋ,,,,,,
1699,涒,ㄊㄨㄣ,ㄐㄩㄣ,,,,,
1700,涑,ㄙㄨˋ,,,,,,
1701,涍,ㄒ丨ㄠˋ,,,,,,
1702,浹,ㄐ丨ㄚˊ,,,,,,
1703,浥,丨ˋ,,,,,,
1704,涓,ㄐㄩㄢ,,,,,,
1705,涉,ㄕㄜˋ,,,,,,
1706,浮,ㄈㄨˊ,,,,,,
1707,浩,ㄏㄠˋ,,,,,,
1708,浰,ㄌ丨ˋ,,,,,,
1709,浜,ㄅㄤ,,,,,,
1710,浟,丨ㄡˊ,ㄉ丨ˊ,,,,,
1711,涂,ㄊㄨˊ,,,,,,
1712,淙,ㄘㄨㄥˊ,,,,,,
1713,涫,ㄍㄨㄢˋ,,,,,,
1714,涴,ㄨㄛˋ,,,,,,
1715,涳,ㄎㄨㄥ,,,,,,
1716,淚,ㄌㄟˋ,,,,,,
1717,淳,ㄔㄨㄣˊ,,,,,,
1718,涼,ㄌ丨ㄤˊ,ㄌ丨ㄤˋ,,,,,
1719,淤,ㄩ,,,,,,
1720,液,丨ㄝˋ,,,,,,
1721,淡,ㄉㄢˋ,丨ㄢˇ,,,,,
1722,淒,ㄑ丨,,,,,,
1723,淈,ㄍㄨˇ,,,,,,
1724,淢,ㄩˋ,,,,,,
1725,涷,ㄉㄨㄥ,,,,,,
1726,淔,ㄔˋ,,,,,,
1727,淺,ㄑ丨ㄢˇ,ㄐ丨ㄢ,,,,,
1728,淋,ㄌ丨ㄣˊ,,,,,,
1729,涿,ㄓㄨㄛˊ,,,,,,
1730,淹,丨ㄢ,,,,,,
1731,淌,ㄊㄤˇ,,,,,,
1732,混,ㄏㄨㄣˋ,ㄎㄨㄣ,,,,,
1733,淠,ㄆ丨ˋ,ㄆㄟˋ,,,,,
1734,涸,ㄏㄜˊ,,,,,,
1735,淖,ㄋㄠˋ,,,,,,
1736,淜,ㄆ丨ㄥˊ,,,,,,
1737,淛,ㄓㄜˋ,,,,,,
1738,淰,ㄋ丨ㄢˇ,ㄕㄣˇ,,,,,
1739,凎,ㄍㄢˋ,,,,,,
1740,涎,ㄒ丨ㄢˊ,,,,,,
1741,渾,ㄏㄨㄣˊ,ㄏㄨㄣˋ,,,,,
1742,游,丨ㄡˊ,,,,,,
1743,湔,ㄐ丨ㄢ,,,,,,
1744,湀,ㄍㄨㄟˇ,,,,,,
1745,湣,ㄇ丨ㄣˇ,,,,,,
1746,渠,ㄑㄩˊ,,,,,,
1747,湮,丨ㄣ,,,,,,
1748,湑,ㄒㄩˇ,,,,,,
1749,湛,ㄓㄢˋ,ㄉㄢ,ㄓㄣˋ,,,,
1750,渫,ㄒ丨ㄝˋ,ㄉ丨ㄝˊ,,,,,
1751,港,ㄍㄤˇ,,,,,,
1752,渣,ㄓㄚ,,,,,,
1753,湯,ㄊㄤ,ㄕㄤ,,,,,
1754,湡,ㄩˊ,,,,,,
1755,渴,ㄎㄜˇ,ㄏㄜˊ,,,,,
1756,渱,ㄏㄨㄥˊ,,,,,,
1757,渨,ㄨㄟ,,,,,,
1758,渦,ㄨㄛ,ㄍㄨㄛ,,,,,
1759,渃,ㄖㄨㄛˋ,,,,,,
1760,渹,ㄏㄨㄥ,,,,,,
1761,湩,ㄉㄨㄥˋ,,,,,,
1762,渙,ㄏㄨㄢˋ,,,,,,
1763,湫,ㄐ丨ㄡ,ㄐ丨ㄠˇ,,,,,
1764,渢,ㄈㄥˊ,,,,,,
1765,湓,ㄆㄣˊ,,,,,,
1766,溉,ㄍㄞˋ,,,,,,
1767,溈,ㄍㄨㄟ,,,,,,
1768,溟,ㄇ丨ㄥˊ,,,,,,
1769,滈,ㄏㄠˋ,,,,,,
1770,溓,ㄌ丨ㄢˊ,,,,,,
1771,溠,ㄓㄚˋ,,,,,,
1772,溝,ㄍㄡ,,,,,,
1773,溺,ㄋ丨ˋ,,,,,,
1774,溥,ㄆㄨˇ,,,,,,
1775,溘,ㄎㄜˋ,,,,,,
1776,滇,ㄉ丨ㄢ,,,,,,
1777,滑,ㄏㄨㄚˊ,ㄍㄨˇ,,,,,
1778,溫,ㄨㄣ,,,,,,
1779,溦,ㄨㄟˊ,,,,,,
1780,滍,ㄓˋ,,,,,,
1781,滔,ㄊㄠ,,,,,,
1782,溪,ㄒ丨,,,,,,
1783,準,ㄓㄨㄣˇ,,,,,,
1784,溜,ㄌ丨ㄡˋ,ㄌ丨ㄡ,,,,,
1785,溲,ㄙㄡ,,,,,,
1786,滎,ㄒ丨ㄥˊ,丨ㄥˊ,,,,,
1787,漷,ㄎㄨㄛˋ,,,,,,
1788,漩,ㄒㄩㄢˊ,,,,,,
1789,漲,ㄓㄤˋ,ㄓㄤˇ,,,,,
1790,漏,ㄌㄡˋ,,,,,,
1791,漣,ㄌ丨ㄢˊ,,,,,,
1792,漸,ㄐ丨ㄢˋ,,,,,,
1793,漚,ㄡˋ,ㄡ,,,,,
1794,漕,ㄘㄠˊ,,,,,,
1795,漱,ㄕㄨˋ,,,,,,
1796,漂,ㄆ丨ㄠ,ㄆ丨ㄠˇ,ㄆ丨ㄠˋ,,,,
1797,滿,ㄇㄢˇ,,,,,,
1798,漆,ㄑ丨,,,,,,
1799,漻,ㄌ丨ㄠˊ,,,,,,
1800,漊,ㄌㄡˊ,,,,,,
1801,漫,ㄇㄢˋ,,,,,,
1802,漯,ㄊㄚˋ,ㄌㄨㄛˋ,,,,,
1803,漼,ㄘㄨㄟˇ,,,,,,
1804,滲,ㄕㄣˋ,,,,,,
1805,漎,ㄘㄨㄥˊ,,,,,,
1806,漿,ㄐ丨ㄤ,,,,,,
1807,潾,ㄌ丨ㄣˊ,,,,,,
1808,澇,ㄌㄠˋ,,,,,,
1809,潏,ㄐㄩㄝˊ,,,,,,
1810,澄,ㄉㄥˋ,ㄔㄥˊ,,,,,
1811,潚,ㄒ丨ㄠ,,,,,,
1812,潠,ㄒㄩㄣˋ,,,,,,
1813,澆,ㄐ丨ㄠ,,,,,,
1814,澍,ㄕㄨˋ,,,,,,
1815,澎,ㄆㄥ,ㄆㄥˊ,,,,,
1816,澉,ㄍㄢˇ,,,,,,
1817,潭,ㄊㄢˊ,,,,,,
1818,濆,ㄈㄣˊ,ㄆㄣ,,,,,
1819,澌,ㄙ,,,,,,
1820,潢,ㄏㄨㄤˊ,,,,,,
1821,潛,ㄑ丨ㄢˊ,,,,,,
1822,潦,ㄌㄠˇ,ㄌ丨ㄠˊ,,,,,
1823,潬,ㄉㄢˋ,,,,,,
1824,潰,ㄎㄨㄟˋ,,,,,,
1825,澗,ㄐ丨ㄢˋ,,,,,,
1826,潘,ㄆㄢ,,,,,,
1827,潒,ㄉㄤˋ,,,,,,
1828,澶,ㄔㄢˊ,,,,,,
1829,澭,ㄩㄥ,,,,,,
1830,澣,ㄏㄨㄢˇ,,,,,,
1831,澠,ㄇ丨ㄣˇ,ㄕㄥˊ,,,,,
1832,濄,ㄍㄨㄛ,,,,,,
1833,濊,ㄏㄨㄟˋ,,,,,,
1834,澤,ㄗㄜˊ,,,,,,
1835,澴,ㄏㄨㄢˊ,,,,,,
1836,澹,ㄉㄢˋ,ㄊㄢˊ,,,,,
1837,澳,ㄠˋ,,,,,,
1838,澮,ㄎㄨㄞˋ,,,,,,
1839,澩,ㄒㄩㄝˊ,,,,,,
1840,濘,ㄋ丨ㄥˋ,,,,,,
1841,濟,ㄐ丨ˇ,ㄐ丨ˋ,,,,,
1842,濴,ㄒ丨ㄥˊ,,,,,,
1843,濡,ㄖㄨˊ,,,,,,
1844,濜,ㄐ丨ㄣˋ,,,,,,
1845,濤,ㄊㄠˊ,,,,,,
1846,濫,ㄌㄢˋ,,,,,,
1847,濔,ㄇ丨ˇ,,,,,,
1848,濯,ㄓㄨㄛˊ,,,,,,
1849,濕,ㄒ丨ˊ,ㄕ,,,,,
1850,濛,ㄇㄥˊ,,,,,,
1851,濭,ㄞˋ,,,,,,
1852,濩,ㄏㄨㄛˋ,,,,,,
1853,濞,ㄆ丨ˋ,,,,,,
1854,瀋,ㄕㄣˇ,,,,,,
1855,瀉,ㄒ丨ㄝˋ,,,,,,
1856,瀌,ㄅ丨ㄠ,,,,,,
1857,瀁,丨ㄤˋ,,,,,,
1858,瀆,ㄉㄨˊ,,,,,,
1859,濺,ㄐ丨ㄢˋ,ㄐ丨ㄢ,,,,,
1860,瀑,ㄆㄨˋ,ㄅㄠˋ,,,,,
1861,瀎,ㄇ丨ㄝˋ,,,,,,
1862,濼,ㄌㄨㄛˋ,,,,,,
1863,瀙,ㄑ丨ㄣ,,,,,,
1864,瀧,ㄌㄨㄥˊ,ㄕㄨㄤ,,,,,
1865,瀠,丨ㄥˊ,,,,,,
1866,瀢,ㄉㄨㄟˋ,ㄨㄟˇ,,,,,
1867,瀕,ㄅ丨ㄣ,,,,,,
1868,瀼,ㄖㄤˊ,,,,,,
1869,瀵,ㄈㄣˋ,,,,,,
1870,瀰,ㄇ丨ˊ,,,,,,
1871,瀷,丨ˋ,,,,,,
1872,瀴,丨ㄥ,,,,,,
1873,瀾,ㄌㄢˊ,ㄌㄢˋ,,,,,
1874,瀲,ㄌ丨ㄢˋ,,,,,,
1875,瀺,ㄔㄢˊ,,,,,,
1876,瀹,ㄩㄝˋ,,,,,,
1877,灂,ㄓㄨㄛˊ,ㄐ丨ㄠˋ,,,,,
1878,灊,ㄑ丨ㄢˊ,,,,,,
1879,灉,ㄩㄥ,,,,,,
1880,灑,ㄙㄚˇ,,,,,,
1881,灡,ㄌㄢˊ,,,,,,
1882,灸,ㄐ丨ㄡˇ,,,,,,
1883,炕,ㄎㄤˋ,,,,,,
1884,炔,ㄐㄩㄝˊ,,,,,,
1885,炊,ㄔㄨㄟ,,,,,,
1886,炘,ㄒ丨ㄣ,,,,,,
1887,炅,ㄐㄩㄥˇ,,,,,,
1888,炙,ㄓˋ,,,,,,
1889,炎,丨ㄢˊ,,,,,,
1890,炷,ㄓㄨˋ,,,,,,
1891,炤,ㄓㄠˋ,,,,,,
1892,炮,ㄆㄠˊ,ㄆㄠˋ,ㄅㄠ,,,,
1893,炸,ㄓㄚˋ,ㄓㄚˊ,,,,,
1894,為,ㄨㄟˊ,ㄨㄟˋ,,,,,
1895,烜,ㄒㄩㄢˇ,,,,,,
1896,烓,ㄨㄟ,,,,,,
1897,烘,ㄏㄨㄥ,,,,,,
1898,烙,ㄌㄨㄛˋ,ㄌㄠˋ,,,,,
1899,烝,ㄓㄥ,,,,,,
1900,烋,ㄒ丨ㄠ,,,,,,
1901,烏,ㄨ,,,,,,
1902,焌,ㄐㄩㄣˋ,,,,,,
1903,焉,丨ㄢ,,,,,,
1904,焞,ㄔㄨㄣˊ,,,,,,
1905,焜,ㄎㄨㄣ,,,,,,
1906,焰,丨ㄢˋ,,,,,,
1907,焚,ㄈㄣˊ,,,,,,
1908,無,ㄨˊ,ㄇㄛˊ,,,,,
1909,焦,ㄐ丨ㄠ,,,,,,
1910,焱,丨ㄢˋ,,,,,,
1911,煇,ㄏㄨㄟ,,,,,,
1912,煒,ㄨㄟˇ,,,,,,
1913,煙,丨ㄢ,,,,,,
1914,煠,ㄓㄚˊ,,,,,,
1915,煬,丨ㄤˊ,,,,,,
1916,煆,ㄒ丨ㄚˋ,,,,,,
1917,煌,ㄏㄨㄤˊ,,,,,,
1918,煖,ㄋㄨㄢˇ,,,,,,
1919,煔,ㄕㄢˋ,,,,,,
1920,煎,ㄐ丨ㄢ,,,,,,
1921,煦,ㄒㄩˇ,,,,,,
1922,煞,ㄕㄚˋ,ㄕㄚ,,,,,
1923,煽,ㄕㄢ,,,,,,
1924,熐,ㄇ丨ㄥˊ,,,,,,
1925,熇,ㄏㄜˋ,,,,,,
1926,熉,ㄩㄣˊ,,,,,,
1927,熅,ㄩㄣˋ,,,,,,
1928,熏,ㄒㄩㄣ,,,,,,
1929,熯,ㄏㄢˋ,,,,,,
1930,熠,丨ˋ,,,,,,
1931,熨,ㄩㄣˋ,ㄩˋ,,,,,
1932,熟,ㄕㄡˊ,,,,,,
1933,熬,ㄠˊ,,,,,,
1934,燉,ㄉㄨㄣˋ,ㄉㄨㄣ,,,,,
1935,燐,ㄌ丨ㄣˊ,,,,,,
1936,燖,ㄒㄩㄣˊ,,,,,,
1937,燒,ㄕㄠ,,,,,,
1938,燂,ㄑ丨ㄢˊ,,,,,,
1939,熿,ㄏㄨㄤˊ,,,,,,
1940,燎,ㄌ丨ㄠˊ,,,,,,
1941,燜,ㄇㄣˋ,,,,,,
1942,燀,ㄔㄢˇ,ㄉㄢˇ,,,,,
1943,燁,丨ㄝˋ,,,,,,
1944,燋,ㄐ丨ㄠ,,,,,,
1945,燕,丨ㄢˋ,丨ㄢ,,,,,
1946,燄,丨ㄢˋ,,,,,,
1947,燥,ㄗㄠˋ,ㄙㄠˋ,,,,,
1948,燠,ㄩˋ,,,,,,
1949,爁,ㄌㄢˋ,,,,,,
1950,燾,ㄊㄠˊ,,,,,,
1951,燿,丨ㄠˋ,,,,,,
1952,爌,ㄎㄨㄤˋ,,,,,,
1953,爆,ㄅㄠˋ,,,,,,
1954,爇,ㄖㄜˋ,,,,,,
1955,爓,丨ㄢˋ,,,,,,
1956,爚,ㄩㄝˋ,,,,,,
1957,爞,ㄔㄨㄥˊ,,,,,,
1958,爪,ㄓㄠˇ　,ㄓㄨㄚˇ,,,,,
1959,爭,ㄓㄥ,,,,,,
1960,爵,ㄐㄩㄝˊ,,,,,,
1961,父,ㄈㄨˋ,ㄈㄨˇ,,,,,
1962,爹,ㄉ丨ㄝ,,,,,,
1963,爻,丨ㄠˊ,,,,,,
1964,爿,ㄑ丨ㄤˊ,ㄅㄢˋ,,,,,
1965,片,ㄆ丨ㄢˋ,,,,,,
1966,牏,ㄊㄡˊ,,,,,,
1967,牚,ㄔㄥ,,,,,,
1968,牟,ㄇㄡˊ,ㄇㄨˋ,,,,,
1969,牡,ㄇㄨˇ,,,,,,
1970,牠,ㄊㄚ,,,,,,
1971,牽,ㄑ丨ㄢ,,,,,,
1972,犁,ㄌ丨ˊ,,,,,,
1973,犆,ㄓˊ,,,,,,
1974,犄,ㄐ丨,,,,,,
1975,犍,ㄐ丨ㄢ,ㄑ丨ㄢˊ,,,,,
1976,犕,ㄅㄟˋ,,,,,,
1977,犛,ㄌ丨ˊ,,,,,,
1978,犦,ㄅㄠˋ,,,,,,
1979,犧,ㄒ丨,,,,,,
1980,犴,ㄢˋ,,,,,,
1981,犿,ㄏㄨㄢ,,,,,,
1982,狋,丨ˊ,,,,,,
1983,狔,ㄋ丨ˇ,,,,,,
1984,狚,ㄉㄢˋ,,,,,,
1985,狙,ㄐㄩ,,,,,,
1986,狌,ㄕㄥ,,,,,,
1987,狊,ㄐㄩˋ,,,,,,
1988,狩,ㄕㄡˋ,,,,,,
1989,狠,ㄏㄣˇ,,,,,,
1990,狪,ㄊㄨㄥˊ,,,,,,
1991,狼,ㄌㄤˊ,,,,,,
1992,狴,ㄅ丨ˋ,,,,,,
1993,狶,ㄒ丨,,,,,,
1994,猗,丨,丨ˇ,ㄜˇ,,,,
1995,猇,ㄒ丨ㄠ,,,,,,
1996,猒,丨ㄢˋ,,,,,,
1997,猵,ㄅ丨ㄢ,,,,,,
1998,猶,丨ㄡˊ,,,,,,
1999,猱,ㄋㄠˊ,,,,,,
2000,猩,ㄒ丨ㄥ,,,,,,
2001,猲,ㄒ丨ㄝ,ㄏㄜˋ,,,,,
2002,猰,丨ㄚˋ,,,,,,
2003,猼,ㄅㄛˊ,,,,,,
2004,獂,ㄩㄢˊ,,,,,,
2005,獃,ㄉㄞ,,,,,,
2006,獌,ㄇㄢˋ,,,,,,
2007,獟,丨ㄠˋ,,,,,,
2008,獠,ㄌ丨ㄠˊ,,,,,,
2009,獦,ㄍㄜˊ,,,,,,
2010,獥,ㄐ丨ㄠˋ,,,,,,
2011,獪,ㄎㄨㄞˋ,,,,,,
2012,獳,ㄋㄡˋ,ㄖㄨˊ,,,,,
2013,獲,ㄏㄨㄛˋ,,,,,,
2014,獷,ㄍㄨㄤˇ,,,,,,
2015,獶,ㄋㄠˊ,,,,,,
2016,獺,ㄊㄚˋ,,,,,,
2017,獻,ㄒ丨ㄢˋ,,,,,,
2018,獿,ㄋㄠˊ,,,,,,
2019,玆,ㄒㄩㄢˊ,ㄗ,,,,,
2020,率,ㄕㄨㄞˋ,ㄌㄩˋ,,,,,
2021,王,ㄨㄤˊ,ㄨㄤˋ,,,,,
2022,玉,ㄩˋ,,,,,,
2023,玎,ㄉ丨ㄥ,,,,,,
2024,玟,ㄨㄣˊ,,,,,,
2025,玩,ㄨㄢˊ,,,,,,
2026,玭,ㄆ丨ㄣˊ,,,,,,
2027,玢,ㄅ丨ㄣ,,,,,,
2028,玷,ㄉ丨ㄢˋ,,,,,,
2029,珥,ㄦˇ,,,,,,
2030,玼,ㄘˇ,,,,,,
2031,琅,ㄌㄤˊ,,,,,,
2032,珶,ㄉ丨ˋ,,,,,,
2033,琄,ㄒㄩㄢˋ,,,,,,
2034,珵,ㄔㄥˊ,,,,,,
2035,琁,ㄒㄩㄢˊ,,,,,,
2036,琇,ㄒ丨ㄡˋ,,,,,,
2037,琀,ㄏㄢˋ,,,,,,
2038,琮,ㄘㄨㄥˊ,,,,,,
2039,琯,ㄍㄨㄢˇ,,,,,,
2040,琛,ㄔㄣ,,,,,,
2041,瑊,ㄓㄣ,,,,,,
2042,瑒,ㄔㄤˋ,丨ㄤˊ,,,,,
2043,瑁,ㄇㄟˋ,,,,,,
2044,瑯,ㄌㄤˊ,,,,,,
2045,瑳,ㄘㄨㄛ,,,,,,
2046,瑱,ㄊ丨ㄢˋ,,,,,,
2047,瑲,ㄑ丨ㄤ,,,,,,
2048,瑩,丨ㄥˊ,,,,,,
2049,璉,ㄌ丨ㄢˊ,,,,,,
2050,瑾,ㄐ丨ㄣˇ,,,,,,
2051,璁,ㄘㄨㄥ,,,,,,
2052,璅,ㄙㄨㄛˇ,,,,,,
2053,璘,ㄌ丨ㄣˊ,,,,,,
2054,璚,ㄐㄩㄝˊ,,,,,,
2055,璟,ㄐ丨ㄥˇ,,,,,,
2056,璸,ㄅ丨ㄣ,,,,,,
2057,瓀,ㄖㄨㄢˇ,,,,,,
2058,瓟,ㄆㄠˊ,,,,,,
2059,瓠,ㄏㄨˋ,,,,,,
2060,瓦,ㄨㄚˇ,,,,,,
2061,瓽,ㄉㄤˋ,,,,,,
2062,瓿,ㄆㄡˇ,,,,,,
2063,甀,ㄓㄨㄟˋ,,,,,,
2064,甄,ㄓㄣ,,,,,,
2065,甈,ㄑ丨ˋ,,,,,,
2066,甔,ㄉㄢ,,,,,,
2067,甗,丨ㄢˇ,,,,,,
2068,甚,ㄕㄣˋ,ㄕㄣˊ,,,,,
2069,生,ㄕㄥ,,,,,,
2070,甫,ㄈㄨˇ,,,,,,
2071,甯,ㄋ丨ㄥˋ,,,,,,
2072,田,ㄊ丨ㄢˊ,,,,,,
2073,甲,ㄐ丨ㄚˇ,,,,,,
2074,町,ㄊ丨ㄥˇ,ㄉ丨ㄥ,,,,,
2075,甸,ㄉ丨ㄢˋ,,,,,,
2076,甿,ㄇㄥˊ,,,,,,
2077,甽,ㄑㄩㄢˇ,,,,,,
2078,畎,ㄑㄩㄢˇ,,,,,,
2079,畇,ㄩㄣˊ,,,,,,
2080,畋,ㄊ丨ㄢˊ,,,,,,
2081,畝,ㄇㄨˇ,,,,,,
2082,畛,ㄓㄣˇ,,,,,,
2083,畜,ㄔㄨˋ,ㄒㄩˋ,,,,,
2084,畤,ㄓˋ,,,,,,
2085,畦,ㄑ丨ˊ,,,,,,
2086,番,ㄈㄢ,ㄆㄢ,,,,,
2087,畬,ㄩˊ,ㄕㄜ,,,,,
2088,當,ㄉㄤ,ㄉㄤˋ,,,,,
2089,畿,ㄐ丨,,,,,,
2090,疆,ㄐ丨ㄤ,,,,,,
2091,疊,ㄉ丨ㄝˊ,,,,,,
2092,疋,ㄕㄨ,,,,,,
2093,疏,ㄕㄨ,,,,,,
2094,疐,ㄓˋ,,,,,,
2095,疕,ㄅ丨ˇ,,,,,,
2096,疝,ㄕㄢˋ,,,,,,
2097,疙,ㄍㄜ,,,,,,
2098,疽,ㄐㄩ,,,,,,
2099,疸,ㄉㄢˇ,,,,,,
2100,痁,ㄉ丨ㄢˋ,,,,,,
2101,疼,ㄊㄥˊ,,,,,,
2102,疹,ㄓㄣˇ,,,,,,
2103,痎,ㄐ丨ㄝ,,,,,,
2104,痒,丨ㄤˇ,,,,,,
2105,疵,ㄘ,,,,,,
2106,痑,ㄊㄨㄛ,,,,,,
2107,痡,ㄆㄨ,,,,,,
2108,痞,ㄆ丨ˇ,,,,,,
2109,痗,ㄇㄟˋ,,,,,,
2110,痯,ㄍㄨㄢˇ,,,,,,
2111,瘀,ㄩ,,,,,,
2112,痾,ㄜ,,,,,,
2113,痶,ㄉ丨ㄢˇ,,,,,,
2114,痴,ㄔ,,,,,,
2115,痱,ㄈㄟˋ,,,,,,
2116,痿,ㄨㄟˇ,,,,,,
2117,痺,ㄅ丨ˋ,ㄅㄟ,,,,,
2118,痳,ㄌ丨ㄣˊ,,,,,,
2119,瘌,ㄌㄚˋ,,,,,,
2120,瘕,ㄐ丨ㄚˇ,,,,,,
2121,瘑,ㄍㄨㄛ,,,,,,
2122,瘧,ㄋㄩㄝˋ,,,,,,
2123,瘉,ㄩˋ,,,,,,
2124,瘈,ㄐ丨ˋ,ㄑ丨ˋ,,,,,
2125,瘥,ㄔㄞˋ,,,,,,
2126,瘠,ㄐ丨ˊ,,,,,,
2127,瘙,ㄙㄠ,,,,,,
2128,瘣,ㄏㄨㄟˋ,,,,,,
2129,瘻,ㄌㄡˋ,,,,,,
2130,癆,ㄌㄠˊ,,,,,,
2131,療,ㄌ丨ㄠˊ,,,,,,
2132,癉,ㄉㄢˋ,ㄉㄢ,,,,,
2133,癌,ㄞˊ,,,,,,
2134,癤,ㄐ丨ㄝˊ,,,,,,
2135,癐,ㄨㄟ,,,,,,
2136,癠,ㄐ丨ˋ,,,,,,
2137,癟,ㄅ丨ㄝˇ,,,,,,
2138,癩,ㄌㄞˋ,,,,,,
2139,癬,ㄒ丨ㄢˇ,,,,,,
2140,癹,ㄅㄚˊ,,,,,,
2141,發,ㄈㄚ,,,,,,
2142,登,ㄉㄥ,,,,,,
2143,白,ㄅㄞˊ,,,,,,
2144,百,ㄅㄞˇ,ㄅㄛˊ,,,,,
2145,皀,ㄒ丨ㄤ,,,,,,
2146,的,ㄉ丨ˋ,ㄉ丨ˊ,‧ㄉㄜ,,,,
2147,皇,ㄏㄨㄤˊ,,,,,,
2148,皋,ㄍㄠ,,,,,,
2149,皖,ㄨㄢˇ,,,,,,
2150,皛,ㄒ丨ㄠˋ,,,,,,
2151,皭,ㄐ丨ㄠˋ,,,,,,
2152,皯,ㄍㄢˇ,,,,,,
2153,皵,ㄑㄩㄝˋ,,,,,,
2154,皽,ㄓㄢˇ,,,,,,
2155,皿,ㄇ丨ㄣˇ,,,,,,
2156,盅,ㄓㄨㄥ,,,,,,
2157,益,丨ˋ,,,,,,
2158,盉,ㄏㄜˊ,,,,,,
2159,盓,ㄨ,,,,,,
2160,盛,ㄕㄥˋ,ㄔㄥˊ,,,,,
