序號,字表別,大陸規範字,臺灣標準字一,臺灣標準字二,臺灣標準字三,臺灣標準字四
0839,一級字表,庐,廬,,,
0840,一級字表,序,序,,,
0841,一級字表,辛,辛,,,
0842,一級字表,弃,棄,,,
0843,一級字表,冶,冶,,,
0844,一級字表,忘,忘,,,
0845,一級字表,闰,閏,,,
0846,一級字表,闲,閑,閒,,
0847,一級字表,间,間,,,
0848,一級字表,闷,悶,,,
0849,一級字表,判,判,,,
0850,一級字表,兑,兌,,,
0851,一級字表,灶,灶,,,
0852,一級字表,灿,燦,,,
0853,一級字表,灼,灼,,,
0854,一級字表,弟,弟,,,
0855,一級字表,汪,汪,,,
0856,一級字表,沐,沐,,,
0857,一級字表,沛,沛,,,
0858,一級字表,汰,汰,,,
0859,一級字表,沥,瀝,,,
0860,一級字表,沙,沙,,,
0861,一級字表,汽,汽,,,
0862,一級字表,沃,沃,,,
0863,一級字表,沦,淪,,,
0864,一級字表,汹,洶,,,
0865,一級字表,泛,泛,汎,(氾),
0866,一級字表,沧,滄,,,
0867,一級字表,没,沒,,,
0868,一級字表,沟,溝,,,
0869,一級字表,沪,滬,,,
0870,一級字表,沈,沈,瀋,,
0871,一級字表,沉,沉,,,
0872,一級字表,沁,沁,,,
0873,一級字表,怀,懷,,,
0874,一級字表,忧,憂,,,
0875,一級字表,忱,忱,,,
0876,一級字表,快,快,,,
0877,一級字表,完,完,,,
0878,一級字表,宋,宋,,,
0879,一級字表,宏,宏,,,
0880,一級字表,牢,牢,,,
0881,一級字表,究,究,,,
0882,一級字表,穷,窮,,,
0883,一級字表,灾,災,,,
0884,一級字表,良,良,,,
0885,一級字表,证,證,,,
0886,一級字表,启,啟,,,
0887,一級字表,评,評,,,
0888,一級字表,补,補,,,
0889,一級字表,初,初,,,
0890,一級字表,社,社,,,
0891,一級字表,祀,祀,,,
0892,一級字表,识,識,,,
0893,一級字表,诈,詐,,,
0894,一級字表,诉,訴,,,
0895,一級字表,罕,罕,,,
0896,一級字表,诊,診,,,
0897,一級字表,词,詞,,,
0898,一級字表,译,譯,,,
0899,一級字表,君,君,,,
0900,一級字表,灵,靈,,,
0901,一級字表,即,即,,,
0902,一級字表,层,層,,,
0903,一級字表,屁,屁,,,
0904,一級字表,尿,尿,,,
0905,一級字表,尾,尾,,,
0906,一級字表,迟,遲,,,
0907,一級字表,局,局,跼,侷,
0908,一級字表,改,改,,,
0909,一級字表,张,張,,,
0910,一級字表,忌,忌,,,
0911,一級字表,际,際,,,
0912,一級字表,陆,陸,,,
0913,一級字表,阿,阿,,,
0914,一級字表,陈,陳,,,
0915,一級字表,阻,阻,,,
0916,一級字表,附,附,,,
0917,一級字表,坠,墜,,,
0918,一級字表,妓,妓,,,
0919,一級字表,妙,妙,,,
0920,一級字表,妖,妖,,,
0921,一級字表,姊,姊,,,
0922,一級字表,妨,妨,,,
0923,一級字表,妒,妒,,,
0924,一級字表,努,努,,,
0925,一級字表,忍,忍,,,
0926,一級字表,劲,勁,,,
0927,一級字表,矣,矣,,,
0928,一級字表,鸡,雞,,,
0929,一級字表,纬,緯,,,
0930,一級字表,驱,驅,,,
0931,一級字表,纯,純,,,
0932,一級字表,纱,紗,,,
0933,一級字表,纲,綱,,,
0934,一級字表,纳,納,,,
0935,一級字表,驳,駁,駮,,
0936,一級字表,纵,縱,,,
0937,一級字表,纷,紛,,,
0938,一級字表,纸,紙,,,
0939,一級字表,纹,紋,,,
0940,一級字表,纺,紡,,,
0941,一級字表,驴,驢,,,
0942,一級字表,纽,紐,,,
0943,一級字表,奉,奉,,,
0944,一級字表,玩,玩,,,
0945,一級字表,环,環,,,
0946,一級字表,武,武,,,
0947,一級字表,青,青,,,
0948,一級字表,责,責,,,
0949,一級字表,现,現,,,
0950,一級字表,玫,玫,,,
0951,一級字表,表,表,錶,,
0952,一級字表,规,規,,,
0953,一級字表,抹,抹,,,
0954,一級字表,卦,卦,,,
0955,一級字表,坷,坷,,,
0956,一級字表,坯,坯,,,
0957,一級字表,拓,拓,,,
0958,一級字表,拢,攏,,,
0959,一級字表,拔,拔,,,
0960,一級字表,坪,坪,,,
0961,一級字表,拣,揀,,,
0962,一級字表,坦,坦,,,
0963,一級字表,担,擔,,,
0964,一級字表,坤,坤,,,
0965,一級字表,押,押,,,
0966,一級字表,抽,抽,,,
0967,一級字表,拐,拐,枴,,
0968,一級字表,拖,拖,,,
0969,一級字表,者,者,,,
0970,一級字表,拍,拍,,,
0971,一級字表,顶,頂,,,
0972,一級字表,拆,拆,,,
0973,一級字表,拎,拎,,,
0974,一級字表,拥,擁,,,
0975,一級字表,抵,抵,牴,,
0976,一級字表,拘,拘,,,
0977,一級字表,势,勢,,,
0978,一級字表,抱,抱,,,
0979,一級字表,拄,拄,,,
0980,一級字表,垃,垃,,,
0981,一級字表,拉,拉,,,
0982,一級字表,拦,攔,,,
0983,一級字表,幸,幸,倖,,
0984,一級字表,拌,拌,,,
0985,一級字表,拧,擰,,,
0986,一級字表,拂,拂,,,
0987,一級字表,拙,拙,,,
0988,一級字表,招,招,,,
0989,一級字表,坡,坡,,,
0990,一級字表,披,披,,,
0991,一級字表,拨,撥,,,
0992,一級字表,择,擇,,,
0993,一級字表,抬,抬,,,
0994,一級字表,拇,拇,,,
0995,一級字表,拗,拗,,,
0996,一級字表,其,其,,,
0997,一級字表,取,取,,,
0998,一級字表,茉,茉,,,
0999,一級字表,苦,苦,,,
1000,一級字表,昔,昔,,,
1001,一級字表,苛,苛,,,
1002,一級字表,若,若,,,
1003,一級字表,茂,茂,,,
1004,一級字表,苹,蘋,,,
1005,一級字表,苗,苗,,,
1006,一級字表,英,英,,,
1007,一級字表,苟,苟,,,
1008,一級字表,苑,苑,,,
1009,一級字表,苞,苞,,,
1010,一級字表,范,範,范,,
1011,一級字表,直,直,,,
1012,一級字表,茁,茁,,,
1013,一級字表,茄,茄,,,
1014,一級字表,茎,莖,,,
1015,一級字表,苔,苔,,,
1016,一級字表,茅,茅,,,
1017,一級字表,枉,枉,,,
1018,一級字表,林,林,,,
1019,一級字表,枝,枝,,,
1020,一級字表,杯,杯,盃,,
1021,一級字表,枢,樞,,,
1022,一級字表,柜,櫃,柜,,
1023,一級字表,枚,枚,,,
1024,一級字表,析,析,,,
1025,一級字表,板,板,闆,,
1026,一級字表,松,松,鬆,,
1027,一級字表,枪,槍,(鎗),,
1028,一級字表,枫,楓,,,
1029,一級字表,构,構,搆,构,
1030,一級字表,杭,杭,,,
1031,一級字表,杰,傑,杰,,
1032,一級字表,述,述,,,
1033,一級字表,枕,枕,,,
1034,一級字表,丧,喪,,,
1035,一級字表,或,或,,,
1036,一級字表,画,畫,,,
1037,一級字表,卧,臥,,,
1038,一級字表,事,事,,,
1039,一級字表,刺,刺,,,
1040,一級字表,枣,棗,,,
1041,一級字表,雨,雨,,,
1042,一級字表,卖,賣,,,
1043,一級字表,郁,鬱,郁,,
1044,一級字表,矾,礬,,,
1045,一級字表,矿,礦,,,
1046,一級字表,码,碼,,,
1047,一級字表,厕,廁,,,
1048,一級字表,奈,奈,,,
1049,一級字表,奔,奔,,,
1050,一級字表,奇,奇,,,
1051,一級字表,奋,奮,,,
1052,一級字表,态,態,,,
1053,一級字表,欧,歐,,,
1054,一級字表,殴,毆,,,
1055,一級字表,垄,壟,,,
1056,一級字表,妻,妻,,,
1057,一級字表,轰,轟,,,
1058,一級字表,顷,頃,,,
1059,一級字表,转,轉,,,
1060,一級字表,斩,斬,,,
1061,一級字表,轮,輪,,,
1062,一級字表,软,軟,,,
1063,一級字表,到,到,,,
1064,一級字表,非,非,,,
1065,一級字表,叔,叔,,,
1066,一級字表,歧,歧,,,
1067,一級字表,肯,肯,,,
1068,一級字表,齿,齒,,,
1069,一級字表,些,些,,,
1070,一級字表,卓,卓,,,
1071,一級字表,虎,虎,,,
1072,一級字表,虏,虜,,,
1073,一級字表,肾,腎,,,
1074,一級字表,贤,賢,,,
1075,一級字表,尚,尚,,,
1076,一級字表,旺,旺,,,
1077,一級字表,具,具,,,
1078,一級字表,味,味,,,
1079,一級字表,果,果,,,
1080,一級字表,昆,昆,崑,,
1081,一級字表,国,國,,,
1082,一級字表,哎,哎,,,
1083,一級字表,咕,咕,,,
1084,一級字表,昌,昌,,,
1085,一級字表,呵,呵,,,
1086,一級字表,畅,暢,,,
1087,一級字表,明,明,,,
1088,一級字表,易,易,,,
1089,一級字表,咙,嚨,,,
1090,一級字表,昂,昂,,,
1091,一級字表,迪,迪,,,
1092,一級字表,典,典,,,
1093,一級字表,固,固,,,
1094,一級字表,忠,忠,,,
1095,一級字表,呻,呻,,,
1096,一級字表,咒,咒,,,
1097,一級字表,咋,咋,,,
1098,一級字表,咐,咐,,,
1099,一級字表,呼,呼,謼,,
1100,一級字表,鸣,鳴,,,
1101,一級字表,咏,詠,,,
1102,一級字表,呢,呢,,,
1103,一級字表,咄,咄,,,
1104,一級字表,咖,咖,,,
1105,一級字表,岸,岸,,,
1106,一級字表,岩,岩,巖,,
1107,一級字表,帖,帖,,,
1108,一級字表,罗,羅,,,
1109,一級字表,帜,幟,,,
1110,一級字表,帕,帕,,,
1111,一級字表,岭,嶺,,,
1112,一級字表,凯,凱,,,
1113,一級字表,败,敗,,,
1114,一級字表,账,賬,,,
1115,一級字表,贩,販,,,
1116,一級字表,贬,貶,,,
1117,一級字表,购,購,,,
1118,一級字表,贮,貯,,,
1119,一級字表,图,圖,,,
1120,一級字表,钓,釣,,,
1121,一級字表,制,制,製,,
1122,一級字表,知,知,,,
1123,一級字表,迭,迭,,,
1124,一級字表,氛,氛,,,
1125,一級字表,垂,垂,,,
1126,一級字表,牧,牧,,,
1127,一級字表,物,物,,,
1128,一級字表,乖,乖,,,
1129,一級字表,刮,刮,颳,,
1130,一級字表,秆,稈,,,
1131,一級字表,和,和,龢,,
1132,一級字表,季,季,,,
1133,一級字表,委,委,,,
1134,一級字表,秉,秉,,,
1135,一級字表,佳,佳,,,
1136,一級字表,侍,侍,,,
1137,一級字表,岳,嶽,岳,,
1138,一級字表,供,供,,,
1139,一級字表,使,使,,,
1140,一級字表,例,例,,,
1141,一級字表,侠,俠,,,
1142,一級字表,侥,僥,儌,,
1143,一級字表,版,版,,,
1144,一級字表,侄,侄,姪,,
1145,一級字表,侦,偵,,,
1146,一級字表,侣,侶,,,
1147,一級字表,侧,側,,,
1148,一級字表,凭,憑,,,
1149,一級字表,侨,僑,,,
1150,一級字表,佩,佩,,,
1151,一級字表,货,貨,,,
1152,一級字表,侈,侈,,,
1153,一級字表,依,依,,,
1154,一級字表,卑,卑,,,
1155,一級字表,的,的,,,
1156,一級字表,迫,迫,,,
1157,一級字表,质,質,,,
1158,一級字表,欣,欣,,,
1159,一級字表,征,征,(徵),,
1160,一級字表,往,往,,,
1161,一級字表,爬,爬,,,
1162,一級字表,彼,彼,,,
1163,一級字表,径,徑,(逕),,
1164,一級字表,所,所,,,
1165,一級字表,舍,舍,捨,,
1166,一級字表,金,金,,,
1167,一級字表,刹,刹,,,
1168,一級字表,命,命,,,
1169,一級字表,肴,肴,餚,,
1170,一級字表,斧,斧,,,
1171,一級字表,爸,爸,,,
1172,一級字表,采,采,採,寀,
1173,一級字表,觅,覓,,,
1174,一級字表,受,受,,,
1175,一級字表,乳,乳,,,
1176,一級字表,贪,貪,,,
1177,一級字表,念,念,唸,,
1178,一級字表,贫,貧,,,
1179,一級字表,忿,忿,,,
1180,一級字表,肤,膚,,,
1181,一級字表,肺,肺,,,
1182,一級字表,肢,肢,,,
1183,一級字表,肿,腫,,,
1184,一級字表,胀,脹,,,
1185,一級字表,朋,朋,,,
1186,一級字表,股,股,,,
1187,一級字表,肮,肮,,,
1188,一級字表,肪,肪,,,
1189,一級字表,肥,肥,,,
1190,一級字表,服,服,,,
1191,一級字表,胁,脅,,,
1192,一級字表,周,周,週,,
1193,一級字表,昏,昏,,,
1194,一級字表,鱼,魚,,,
1195,一級字表,兔,兔,,,
1196,一級字表,狐,狐,,,
1197,一級字表,忽,忽,,,
1198,一級字表,狗,狗,,,
1199,一級字表,狞,獰,,,
1200,一級字表,备,備,,,
1201,一級字表,饰,飾,,,
1202,一級字表,饱,飽,,,
1203,一級字表,饲,飼,,,
1204,一級字表,变,變,,,
1205,一級字表,京,京,,,
1206,一級字表,享,享,,,
1207,一級字表,庞,龐,,,
1208,一級字表,店,店,,,
1209,一級字表,夜,夜,,,
1210,一級字表,庙,廟,,,
1211,一級字表,府,府,,,
1212,一級字表,底,底,,,
1213,一級字表,疟,瘧,,,
1214,一級字表,疙,疙,,,
1215,一級字表,疚,疚,,,
1216,一級字表,剂,劑,,,
1217,一級字表,卒,卒,,,
1218,一級字表,郊,郊,,,
1219,一級字表,庚,庚,,,
1220,一級字表,废,廢,,,
1221,一級字表,净,淨,,,
1222,一級字表,盲,盲,,,
1223,一級字表,放,放,,,
1224,一級字表,刻,刻,,,
1225,一級字表,育,育,,,
1226,一級字表,氓,氓,,,
1227,一級字表,闸,閘,,,
1228,一級字表,闹,鬧,,,
1229,一級字表,郑,鄭,,,
1230,一級字表,券,券,,,
1231,一級字表,卷,卷,捲,,
1232,一級字表,单,單,,,
1233,一級字表,炬,炬,,,
1234,一級字表,炒,炒,,,
1235,一級字表,炊,炊,,,
1236,一級字表,炕,炕,,,
1237,一級字表,炎,炎,,,
1238,一級字表,炉,爐,(鑪),,
1239,一級字表,沫,沫,,,
1240,一級字表,浅,淺,,,
1241,一級字表,法,法,,,
1242,一級字表,泄,泄,洩,,
1243,一級字表,沽,沽,,,
1244,一級字表,河,河,,,
1245,一級字表,沾,沾,霑,,
1246,一級字表,泪,淚,,,
1247,一級字表,沮,沮,,,
1248,一級字表,油,油,,,
1249,一級字表,泊,泊,,,
1250,一級字表,沿,沿,,,
1251,一級字表,泡,泡,,,
1252,一級字表,注,注,註,,
1253,一級字表,泣,泣,,,
1254,一級字表,泞,濘,,,
1255,一級字表,泻,瀉,,,
1256,一級字表,泌,泌,,,
1257,一級字表,泳,泳,,,
1258,一級字表,泥,泥,,,
1259,一級字表,沸,沸,,,
1260,一級字表,沼,沼,,,
1261,一級字表,波,波,,,
1262,一級字表,泼,潑,,,
1263,一級字表,泽,澤,,,
1264,一級字表,治,治,,,
1265,一級字表,怔,怔,,,
1266,一級字表,怯,怯,,,
1267,一級字表,怖,怖,,,
1268,一級字表,性,性,,,
1269,一級字表,怕,怕,,,
1270,一級字表,怜,憐,,,
1271,一級字表,怪,怪,,,
1272,一級字表,怡,怡,,,
1273,一級字表,学,學,,,
1274,一級字表,宝,寶,,,
1275,一級字表,宗,宗,,,
1276,一級字表,定,定,,,
1277,一級字表,宠,寵,,,
1278,一級字表,宜,宜,,,
1279,一級字表,审,審,,,
1280,一級字表,宙,宙,,,
1281,一級字表,官,官,,,
1282,一級字表,空,空,,,
1283,一級字表,帘,簾,帘,,
1284,一級字表,宛,宛,,,
1285,一級字表,实,實,,,
1286,一級字表,试,試,,,
1287,一級字表,郎,郎,,,
1288,一級字表,诗,詩,,,
1289,一級字表,肩,肩,,,
1290,一級字表,房,房,,,
1291,一級字表,诚,誠,,,
1292,一級字表,衬,襯,,,
1293,一級字表,衫,衫,,,
1294,一級字表,视,視,,,
1295,一級字表,祈,祈,,,
1296,一級字表,话,話,,,
1297,一級字表,诞,誕,,,
1298,一級字表,诡,詭,,,
1299,一級字表,询,詢,,,
1300,一級字表,该,該,,,
1301,一級字表,详,詳,,,
1302,一級字表,建,建,,,
1303,一級字表,肃,肅,,,
1304,一級字表,录,錄,,,
1305,一級字表,隶,隸,,,
1306,一級字表,帚,帚,,,
1307,一級字表,屉,屜,,,
1308,一級字表,居,居,,,
1309,一級字表,届,屆,,,
1310,一級字表,刷,刷,,,
1311,一級字表,屈,屈,,,
1312,一級字表,弧,弧,,,
1313,一級字表,弥,彌,瀰,,
1314,一級字表,弦,弦,絃,,
1315,一級字表,承,承,,,
1316,一級字表,孟,孟,,,
1317,一級字表,陋,陋,,,
1318,一級字表,陌,陌,,,
1319,一級字表,孤,孤,,,
1320,一級字表,陕,陝,,,
1321,一級字表,降,降,,,
1322,一級字表,函,函,,,
1323,一級字表,限,限,,,
1324,一級字表,妹,妹,,,
1325,一級字表,姑,姑,,,
1326,一級字表,姐,姐,,,
1327,一級字表,姓,姓,,,
1328,一級字表,妮,妮,,,
1329,一級字表,始,始,,,
1330,一級字表,姆,姆,,,
1331,一級字表,迢,迢,,,
1332,一級字表,驾,駕,,,
1333,一級字表,叁,三,,,
1334,一級字表,参,參,,,
1335,一級字表,艰,艱,,,
1336,一級字表,线,線,,,
1337,一級字表,练,練,,,
1338,一級字表,组,組,,,
1339,一級字表,绅,紳,,,
1340,一級字表,细,細,,,
1341,一級字表,驶,駛,,,
1342,一級字表,织,織,,,
1343,一級字表,驹,駒,,,
1344,一級字表,终,終,,,
1345,一級字表,驻,駐,,,
1346,一級字表,绊,絆,,,
1347,一級字表,驼,駝,,,
1348,一級字表,绍,紹,,,
1349,一級字表,绎,繹,,,
1350,一級字表,经,經,,,
1351,一級字表,贯,貫,,,
1352,一級字表,契,契,,,
1353,一級字表,贰,貳,,,
1354,一級字表,奏,奏,,,
1355,一級字表,春,春,,,
1356,一級字表,帮,幫,,,
1357,一級字表,玷,玷,,,
1358,一級字表,珍,珍,,,
1359,一級字表,玲,玲,,,
1360,一級字表,珊,珊,,,
1361,一級字表,玻,玻,,,
1362,一級字表,毒,毒,,,
1363,一級字表,型,型,,,
1364,一級字表,拭,拭,,,
1365,一級字表,挂,掛,,,
1366,一級字表,封,封,,,
1367,一級字表,持,持,,,
1368,一級字表,拷,拷,,,
1369,一級字表,拱,拱,,,
1370,一級字表,项,項,,,
1371,一級字表,垮,垮,,,
1372,一級字表,挎,挎,,,
1373,一級字表,城,城,,,
1374,一級字表,挟,挾,,,
1375,一級字表,挠,撓,,,
1376,一級字表,政,政,,,
1377,一級字表,赴,赴,,,
1378,一級字表,赵,趙,,,
1379,一級字表,挡,擋,攩,,
1380,一級字表,拽,拽,,,
1381,一級字表,哉,哉,,,
1382,一級字表,挺,挺,,,
1383,一級字表,括,括,,,
1384,一級字表,垢,垢,,,
1385,一級字表,拴,拴,,,
1386,一級字表,拾,拾,,,
1387,一級字表,挑,挑,,,
1388,一級字表,垛,垛,,,
1389,一級字表,指,指,,,
1390,一級字表,垫,墊,,,
1391,一級字表,挣,掙,,,
1392,一級字表,挤,擠,,,
1393,一級字表,拼,拼,,,
1394,一級字表,挖,挖,,,
1395,一級字表,按,按,,,
1396,一級字表,挥,揮,,,
1397,一級字表,挪,挪,,,
1398,一級字表,拯,拯,,,
1399,一級字表,某,某,,,
1400,一級字表,甚,甚,,,
1401,一級字表,荆,荊,,,
1402,一級字表,茸,茸,,,
1403,一級字表,革,革,,,
1404,一級字表,茬,茬,,,
1405,一級字表,荐,薦,,,
1406,一級字表,巷,巷,,,
1407,一級字表,带,帶,,,
1408,一級字表,草,草,,,
1409,一級字表,茧,繭,,,
1410,一級字表,茵,茵,,,
1411,一級字表,茶,茶,,,
1412,一級字表,荒,荒,,,
1413,一級字表,茫,茫,,,
1414,一級字表,荡,蕩,盪,,
1415,一級字表,荣,榮,,,
1416,一級字表,荤,葷,,,
1417,一級字表,荧,熒,,,
1418,一級字表,故,故,,,
1419,一級字表,胡,胡,鬍,衚,
1420,一級字表,荫,蔭,廕,,
1421,一級字表,荔,荔,,,
1422,一級字表,南,南,,,
1423,一級字表,药,藥,葯,,
1424,一級字表,标,標,,,
1425,一級字表,栈,棧,,,
1426,一級字表,柑,柑,,,
1427,一級字表,枯,枯,,,
1428,一級字表,柄,柄,,,
1429,一級字表,栋,棟,,,
1430,一級字表,相,相,,,
1431,一級字表,查,查,,,
1432,一級字表,柏,柏,,,
1433,一級字表,栅,柵,,,
1434,一級字表,柳,柳,,,
1435,一級字表,柱,柱,,,
1436,一級字表,柿,柿,,,
1437,一級字表,栏,欄,,,
1438,一級字表,柠,檸,,,
1439,一級字表,树,樹,,,
1440,一級字表,勃,勃,,,
1441,一級字表,要,要,,,
1442,一級字表,柬,柬,,,
1443,一級字表,咸,鹹,咸,,
1444,一級字表,威,威,,,
1445,一級字表,歪,歪,,,
1446,一級字表,研,研,,,
1447,一級字表,砖,磚,,,
1448,一級字表,厘,厘,釐,,
1449,一級字表,厚,厚,,,
1450,一級字表,砌,砌,,,
1451,一級字表,砂,砂,,,
1452,一級字表,泵,泵,,,
1453,一級字表,砚,硯,,,
1454,一級字表,砍,砍,,,
1455,一級字表,面,面,麵,,
1456,一級字表,耐,耐,,,
1457,一級字表,耍,耍,,,
1458,一級字表,牵,牽,,,
1459,一級字表,鸥,鷗,,,
1460,一級字表,残,殘,,,
1461,一級字表,殃,殃,,,
1462,一級字表,轴,軸,,,
1463,一級字表,轻,輕,,,
1464,一級字表,鸦,鴉,,,
1465,一級字表,皆,皆,,,
1466,一級字表,韭,韭,,,
1467,一級字表,背,背,揹,,
1468,一級字表,战,戰,,,
1469,一級字表,点,點,,,
1470,一級字表,虐,虐,,,
1471,一級字表,临,臨,,,
1472,一級字表,览,覽,,,
1473,一級字表,竖,豎,,,
1474,一級字表,省,省,,,
1475,一級字表,削,削,,,
1476,一級字表,尝,嘗,嚐,,
1477,一級字表,昧,昧,,,
1478,一級字表,盹,盹,,,
1479,一級字表,是,是,,,
1480,一級字表,盼,盼,,,
1481,一級字表,眨,眨,,,
1482,一級字表,哇,哇,,,
1483,一級字表,哄,哄,鬨,,
1484,一級字表,哑,啞,,,
1485,一級字表,显,顯,,,
1486,一級字表,冒,冒,,,
1487,一級字表,映,映,,,
1488,一級字表,星,星,,,
1489,一級字表,昨,昨,,,
1490,一級字表,咧,咧,,,
1491,一級字表,昭,昭,,,
1492,一級字表,畏,畏,,,
1493,一級字表,趴,趴,,,
1494,一級字表,胃,胃,,,
1495,一級字表,贵,貴,,,
1496,一級字表,界,界,,,
1497,一級字表,虹,虹,,,
1498,一級字表,虾,蝦,,,
1499,一級字表,蚁,蟻,,,
1500,一級字表,思,思,,,
1501,一級字表,蚂,螞,,,
1502,一級字表,虽,雖,,,
1503,一級字表,品,品,,,
1504,一級字表,咽,咽,嚥,,
1505,一級字表,骂,罵,,,
1506,一級字表,勋,勛,,,
1507,一級字表,哗,嘩,譁,,
1508,一級字表,咱,咱,偺,喒,
1509,一級字表,响,響,,,
1510,一級字表,哈,哈,,,
1511,一級字表,哆,哆,,,
1512,一級字表,咬,咬,,,
1513,一級字表,咳,咳,欬,,
1514,一級字表,咪,咪,,,
1515,一級字表,哪,哪,,,
1516,一級字表,哟,喲,,,
1517,一級字表,炭,炭,,,
1518,一級字表,峡,峽,,,
1519,一級字表,罚,罰,,,
1520,一級字表,贱,賤,,,
1521,一級字表,贴,貼,,,
1522,一級字表,贻,貽,,,
1523,一級字表,骨,骨,,,
1524,一級字表,幽,幽,,,
1525,一級字表,钙,鈣,,,
1526,一級字表,钝,鈍,,,
1527,一級字表,钞,鈔,,,
1528,一級字表,钟,鐘,(鍾),,
1529,一級字表,钢,鋼,,,
1530,一級字表,钠,鈉,,,
